ubigeo,distrito,departamento,provincia,n_ipress,n_camas,n_ccpp,avg_dist_km,total_atenciones,total_atendidos,baseline_score,alternative_score,score_diff
140110,OYOTUN,LAMBAYEQUE,CHICLAYO,4,0.0,47,2.8203780253737003,,,0.12,0.06,0.06
120135,SANTO DOMINGO DE ACOBAMBA,JUNIN,HUANCAYO,7,0.0,82,3.8510073928769932,,,0.12,0.04,0.08
110305,VISTA ALEGRE,ICA,NASCA,4,0.0,46,4.405839960898069,47585.0,44281.0,0.12,0.04,0.08
100905,YUYAPICHIS,HUANUCO,PUERTO INCA,6,0.0,69,7.236283112804352,,,0.12,0.03,0.09
160507,SAQUENA,LORETO,REQUENA,2,0.0,23,5.613598514244051,,,0.12,0.03,0.09
110404,SANTA CRUZ,ICA,PALPA,3,0.0,34,5.988230846023954,,,0.12,0.03,0.09
100603,HERMILIO VALDIZAN,HUANUCO,LEONCIO PRADO,2,0.0,23,2.0661164571365696,,,0.12,0.07,0.05
160511,YAQUERANA,LORETO,REQUENA,2,0.0,22,21.791487693966193,,,0.12,0.01,0.11
150610,SANTA CRUZ DE ANDAMARCA,LIMA,HUARAL,4,0.0,47,4.792888408765006,,,0.12,0.04,0.08
020512,MANGAS,ANCASH,BOLOGNESI,2,0.0,25,3.461738520873662,,,0.11,0.04,0.07
230303,ITE,TACNA,JORGE BASADRE,2,0.0,25,8.94588106667403,5.0,5.0,0.11,0.02,0.09
180101,MOQUEGUA,MOQUEGUA,MARISCAL NIETO,10,95.0,133,6.170691016607505,818198.0,468928.0,0.11,0.03,0.08
051002,ALCAMENCA,AYACUCHO,VICTOR FAJARDO,3,0.0,36,2.323598310672932,,,0.11,0.06,0.05
050410,UCHURACCAY,AYACUCHO,HUANTA,6,0.0,75,2.6419109817589845,,,0.11,0.05,0.06
060302,CHUMUCH,CAJAMARCA,CELENDIN,2,0.0,25,3.170724203322193,15.0,15.0,0.11,0.05,0.06
060310,SUCRE,CAJAMARCA,CELENDIN,5,0.0,62,2.796135794577958,327.0,231.0,0.11,0.05,0.06
021808,SANTA,ANCASH,SANTA,2,0.0,25,1.4944844136253053,,,0.11,0.08,0.03
021001,HUARI,ANCASH,HUARI,5,22.0,64,2.1665337418154267,40862.0,30365.0,0.11,0.06,0.05
160706,ANDOAS,LORETO,DATEM DEL MARAÑON,9,0.0,115,14.545678205798861,,,0.11,0.01,0.1
130503,CARABAMBA,LA LIBERTAD,JULCAN,4,0.0,50,3.2031062356207225,1941.0,1393.0,0.11,0.05,0.06
020906,YANAC,ANCASH,CORONGO,1,0.0,12,1.803856563581026,,,0.11,0.07,0.04
040203,MARIANO NICOLAS VALCARCEL,AREQUIPA,CAMANA,2,0.0,24,6.633733983791057,,,0.11,0.03,0.08
210106,CHUCUITO,PUNO,PUNO,6,0.0,77,1.9243646177016067,,,0.11,0.07,0.04
160104,INDIANA,LORETO,MAYNAS,5,0.0,64,6.726832118770239,,,0.11,0.03,0.08
200409,SANTO DOMINGO,PIURA,MORROPON,5,0.0,61,2.0568776727604914,,,0.11,0.07,0.04
230404,ESTIQUE-PAMPA,TACNA,TARATA,1,0.0,12,6.3176650911961785,3.0,3.0,0.11,0.03,0.08
140117,PATAPO,LAMBAYEQUE,CHICLAYO,3,0.0,36,2.311850409481112,9713.0,8137.0,0.11,0.06,0.05
100102,AMARILIS,HUANUCO,HUANUCO,6,88.0,86,2.6010846922647293,1015630.0,513613.0,0.11,0.06,0.05
030604,HUACCANA,APURIMAC,CHINCHEROS,8,0.0,103,2.321309659867612,224.0,162.0,0.11,0.06,0.05
120306,VITOC,JUNIN,CHANCHAMAYO,3,0.0,36,1.8395933047834516,,,0.11,0.07,0.04
110103,LOS AQUIJES,ICA,ICA,3,3.0,38,1.116485579204282,,,0.11,0.09,0.02
160804,YAGUAS,LORETO,PUTUMAYO,2,0.0,24,73.6324371151614,,,0.11,0.0,0.11
140310,SALAS,LAMBAYEQUE,LAMBAYEQUE,12,0.0,148,3.1941718953060887,,,0.11,0.05,0.06
150201,BARRANCA,LIMA,BARRANCA,4,113.0,64,3.065575636149746,291420.0,258292.0,0.11,0.05,0.06
030402,CAPAYA,APURIMAC,AYMARAES,2,0.0,24,3.6891928305633725,16121.0,5807.0,0.11,0.04,0.07
030216,TALAVERA,APURIMAC,ANDAHUAYLAS,9,0.0,112,1.7863091785874043,27.0,24.0,0.11,0.07,0.04
060412,MIRACOSTA,CAJAMARCA,CHOTA,6,0.0,75,3.1390757940545133,,,0.11,0.05,0.06
040115,QUEQUEÑA,AREQUIPA,AREQUIPA,1,0.0,12,1.643895743342595,,,0.11,0.08,0.03
230202,CAIRANI,TACNA,CANDARAVE,2,0.0,25,7.979020994535351,,,0.11,0.02,0.09
230111,LA YARADA LOS PALOS,TACNA,TACNA,5,0.0,61,3.273112692683954,41.0,41.0,0.11,0.05,0.06
200307,SONDOR,PIURA,HUANCABAMBA,4,0.0,49,2.633478049397071,,,0.11,0.06,0.05
060411,LLAMA,CAJAMARCA,CHOTA,9,0.0,112,2.5903476303862187,,,0.11,0.06,0.05
120420,MUQUI,JUNIN,JAUJA,1,0.0,12,1.062720051925352,,,0.11,0.1,0.01
090701,PAMPAS,HUANCAVELICA,TAYACAJA,3,38.0,42,1.9110972384762241,63997.0,57344.0,0.11,0.07,0.04
090707,HUACHOCOLPA,HUANCAVELICA,TAYACAJA,4,0.0,50,2.765630668171208,151.0,149.0,0.11,0.05,0.06
150202,PARAMONGA,LIMA,BARRANCA,5,0.0,64,4.148793743528663,19288.0,15298.0,0.11,0.04,0.07
022003,MANCOS,ANCASH,YUNGAY,5,0.0,62,1.1200670075924555,,,0.11,0.09,0.02
060416,SAN JUAN DE LICUPIS,CAJAMARCA,CHOTA,3,0.0,38,2.64908932779541,,,0.11,0.05,0.06
120301,CHANCHAMAYO,JUNIN,CHANCHAMAYO,5,114.0,82,4.0488575713208945,316843.0,215744.0,0.11,0.04,0.07
120805,MOROCOCHA,JUNIN,YAULI,2,0.0,24,4.908324140442875,45.0,20.0,0.11,0.04,0.07
120412,JULCAN,JUNIN,JAUJA,1,0.0,12,1.121578538980234,,,0.11,0.1,0.01
150904,COCHAMARCA,LIMA,OYON,3,0.0,36,3.236633471999969,,,0.11,0.05,0.06
061004,GREGORIO PITA,CAJAMARCA,SAN MARCOS,6,0.0,72,2.811596002564145,203.0,202.0,0.11,0.05,0.06
250202,SEPAHUA,UCAYALI,ATALAYA,4,0.0,49,15.206257608609725,16.0,15.0,0.11,0.01,0.1
021207,PUEBLO LIBRE,ANCASH,HUAYLAS,6,0.0,75,1.4453240530878686,,,0.11,0.08,0.03
150726,SANGALLAYA,LIMA,HUAROCHIRI,4,0.0,49,1.85676149272221,,,0.11,0.07,0.04
211209,ALTO INAMBARI,PUNO,SANDIA,7,0.0,85,3.786392029500673,,,0.11,0.04,0.07
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,11,126.0,152,6.403392639005262,566961.0,235500.0,0.11,0.03,0.08
150714,RICARDO PALMA,LIMA,HUAROCHIRI,1,0.0,12,2.212335598354628,184.0,68.0,0.11,0.06,0.05
150505,CHILCA,LIMA,CAÑETE,5,0.0,62,3.0471695713316618,,,0.11,0.05,0.06
220702,BUENOS AIRES,SAN MARTIN,PICOTA,5,0.0,61,3.535894140086428,51.0,51.0,0.11,0.04,0.07
120504,ULCUMAYO,JUNIN,JUNIN,14,0.0,175,2.954971537698075,19.0,19.0,0.11,0.05,0.06
020513,PACLLON,ANCASH,BOLOGNESI,2,0.0,26,4.938718320968357,,,0.1,0.03,0.07
060309,SOROCHUCO,CAJAMARCA,CELENDIN,7,0.0,95,1.7480836810681024,,,0.1,0.07,0.03
060306,JOSE GALVEZ,CAJAMARCA,CELENDIN,2,0.0,27,1.8609390737969318,1.0,1.0,0.1,0.06,0.04
020903,BAMBAS,ANCASH,CORONGO,1,0.0,13,5.403123656686166,,,0.1,0.03,0.07
140119,PUCALA,LAMBAYEQUE,CHICLAYO,2,0.0,27,2.6926580542026293,,,0.1,0.05,0.05
030607,URANMARCA,APURIMAC,CHINCHEROS,3,0.0,41,2.1284013838061506,,,0.1,0.06,0.04
131006,QUIRUVILCA,LA LIBERTAD,SANTIAGO DE CHUCO,7,3.0,100,3.8656705724987734,356.0,353.0,0.1,0.04,0.06
130602,AGALLPAMPA,LA LIBERTAD,OTUZCO,8,3.0,114,2.1131741914479,,,0.1,0.06,0.04
190202,CHACAYAN,PASCO,DANIEL ALCIDES CARRION,6,0.0,85,1.9066933321390986,,,0.1,0.06,0.04
120601,SATIPO,JUNIN,SATIPO,11,18.0,159,3.2080268237427574,180863.0,92639.0,0.1,0.04,0.06
250201,RAIMONDI,UCAYALI,ATALAYA,16,0.0,214,8.51499847648835,4700.0,2826.0,0.1,0.02,0.08
200209,SICCHEZ,PIURA,AYABACA,2,0.0,28,1.2684086660628802,,,0.1,0.08,0.02
230204,CURIBAYA,TACNA,CANDARAVE,1,0.0,14,4.3623855934578435,,,0.1,0.03,0.07
230403,ESTIQUE,TACNA,TARATA,1,0.0,13,10.149995150930316,9.0,9.0,0.1,0.02,0.08
020302,ACZO,ANCASH,ANTONIO RAYMONDI,3,0.0,41,1.977535421113808,,,0.1,0.06,0.04
010604,HUAMBO,AMAZONAS,RODRIGUEZ DE MENDOZA,3,0.0,41,1.531913676549108,,,0.1,0.07,0.03
050112,SOCOS,AYACUCHO,HUAMANGA,5,0.0,70,2.196139583651747,,,0.1,0.06,0.04
010506,INGUILPATA,AMAZONAS,LUYA,2,0.0,28,2.4723383883458188,,,0.1,0.05,0.05
230205,HUANUARA,TACNA,CANDARAVE,1,0.0,13,3.202067091990147,1.0,1.0,0.1,0.05,0.05
200207,PAIMAS,PIURA,AYABACA,4,0.0,52,4.099315541895926,,,0.1,0.04,0.06
140308,OLMOS,LAMBAYEQUE,LAMBAYEQUE,18,0.0,234,5.487441150493568,67314.0,22732.0,0.1,0.03,0.07
050804,LAMPA,AYACUCHO,PAUCAR DEL SARA SARA,3,0.0,43,3.117834337829402,,,0.1,0.04,0.06
050809,SAN JOSE DE USHUA,AYACUCHO,PAUCAR DEL SARA SARA,1,0.0,13,1.7682267074478517,,,0.1,0.07,0.03
040105,CHARACATO,AREQUIPA,AREQUIPA,1,0.0,14,2.343995659801802,,,0.1,0.05,0.05
200205,MONTERO,PIURA,AYABACA,4,0.0,54,2.0329578969828885,,,0.1,0.06,0.04
160801,PUTUMAYO,LORETO,PUTUMAYO,3,0.0,41,15.83372072818027,,,0.1,0.01,0.09
061303,CATACHE,CAJAMARCA,SANTA CRUZ,6,0.0,83,3.6099886964476977,,,0.1,0.04,0.06
021012,RAHUAPAMPA,ANCASH,HUARI,1,0.0,13,1.2156356819004608,,,0.1,0.09,0.01
021011,PONTO,ANCASH,HUARI,4,0.0,57,2.086286207536971,,,0.1,0.06,0.04
240202,CASITAS,TUMBES,CONTRALMIRANTE VILLAR,3,0.0,39,7.277113040658455,24.0,22.0,0.1,0.02,0.08
240203,CANOAS DE PUNTA SAL,TUMBES,CONTRALMIRANTE VILLAR,3,0.0,41,5.871679652139545,5.0,5.0,0.1,0.03,0.07
160103,FERNANDO LORES,LORETO,MAYNAS,11,0.0,154,5.282712034274987,,,0.1,0.03,0.07
200806,RINCONADA LLICUAR,PIURA,SECHURA,1,0.0,13,1.6557444465996816,,,0.1,0.07,0.03
160402,PEBAS,LORETO,MARISCAL RAMON CASTILLA,7,0.0,91,8.671606372043748,,,0.1,0.02,0.08
160401,RAMON CASTILLA,LORETO,MARISCAL RAMON CASTILLA,7,22.0,96,11.489208603257422,5991.0,5240.0,0.1,0.02,0.08
090108,IZCUCHACA,HUANCAVELICA,HUANCAVELICA,1,0.0,13,1.2332440623320324,189.0,187.0,0.1,0.09,0.01
040606,RIO GRANDE,AREQUIPA,CONDESUYOS,3,0.0,42,7.636006296853721,12.0,6.0,0.1,0.02,0.08
040307,CHALA,AREQUIPA,CARAVELI,1,0.0,14,6.699966583189112,2269.0,1659.0,0.1,0.02,0.08
140303,ILLIMO,LAMBAYEQUE,LAMBAYEQUE,2,0.0,26,1.2600415669521345,,,0.1,0.08,0.02
010301,JUMBILLA,AMAZONAS,BONGARA,3,0.0,41,3.9910686507027213,,,0.1,0.04,0.06
220502,ALONSO DE ALVARADO,SAN MARTIN,LAMAS,5,0.0,70,2.8762714810069445,7159.0,4916.0,0.1,0.05,0.05
060804,COLASAY,CAJAMARCA,JAEN,10,0.0,137,2.968295546144103,2403.0,2286.0,0.1,0.05,0.05
220205,SAN PABLO,SAN MARTIN,BELLAVISTA,6,6.0,84,2.4495328265630683,2654.0,2500.0,0.1,0.05,0.05
120203,ANDAMARCA,JUNIN,CONCEPCION,5,0.0,68,3.327254541927589,,,0.1,0.04,0.06
021103,CULEBRAS,ANCASH,HUARMEY,2,0.0,26,5.094268842635288,,,0.1,0.03,0.07
020108,OLLEROS,ANCASH,HUARAZ,4,0.0,57,3.809387480364926,,,0.1,0.04,0.06
090704,AHUAYCHA,HUANCAVELICA,TAYACAJA,4,0.0,53,2.312282557539879,13.0,13.0,0.1,0.06,0.04
050508,TAMBO,AYACUCHO,LA MAR,6,0.0,81,3.2110150465792717,,,0.1,0.04,0.06
210303,AYAPATA,PUNO,CARABAYA,8,9.0,111,4.200117985510381,373.0,246.0,0.1,0.03,0.07
081304,MACHUPICCHU,CUSCO,URUBAMBA,3,0.0,40,3.8065762219998325,11.0,11.0,0.1,0.04,0.06
021008,HUANTAR,ANCASH,HUARI,2,0.0,28,2.6061981395655116,,,0.1,0.05,0.05
150710,LAHUAYTAMBO,LIMA,HUAROCHIRI,2,0.0,28,1.5017018264501363,,,0.1,0.07,0.03
090716,SAN MARCOS DE ROCCHAC,HUANCAVELICA,TAYACAJA,4,0.0,54,2.760506355518671,114.0,114.0,0.1,0.05,0.05
120134,SICAYA,JUNIN,HUANCAYO,1,0.0,14,1.948995942175055,,,0.1,0.06,0.04
120416,MASMA,JUNIN,JAUJA,1,0.0,13,1.4531039872895166,,,0.1,0.08,0.02
061302,ANDABAMBA,CAJAMARCA,SANTA CRUZ,1,0.0,13,1.0345728081870749,,,0.1,0.09,0.01
220902,ALBERTO LEVEAU,SAN MARTIN,SAN MARTIN,2,0.0,27,1.718329194250224,194.0,190.0,0.1,0.07,0.03
130501,JULCAN,LA LIBERTAD,JULCAN,6,15.0,83,2.3050416498129693,8676.0,6857.0,0.1,0.06,0.04
220704,PILLUANA,SAN MARTIN,PICOTA,1,0.0,13,2.131699003012465,,,0.1,0.06,0.04
220602,CAMPANILLA,SAN MARTIN,MARISCAL CACERES,6,0.0,81,4.460816810054446,630.0,560.0,0.1,0.03,0.07
150804,CHECRAS,LIMA,HUAURA,2,0.0,28,3.527596436970279,,,0.1,0.04,0.06
220708,SHAMBOYACU,SAN MARTIN,PICOTA,4,0.0,54,2.3775100183194504,225.0,150.0,0.1,0.05,0.05
130502,CALAMARCA,LA LIBERTAD,JULCAN,5,6.0,66,2.4044421553555195,1061.0,649.0,0.1,0.06,0.04
060204,SITACOCHA,CAJAMARCA,CAJABAMBA,6,0.0,81,3.724768796215649,38.0,39.0,0.1,0.04,0.06
060110,MATARA,CAJAMARCA,CAJAMARCA,2,0.0,27,1.9582876771345752,,,0.1,0.06,0.04
130401,CHEPEN,LA LIBERTAD,CHEPEN,2,109.0,45,3.2980299157906408,249747.0,175224.0,0.1,0.04,0.06
061202,SAN BERNARDINO,CAJAMARCA,SAN PABLO,3,0.0,39,2.6420910744662445,,,0.1,0.05,0.05
021015,SAN PEDRO DE CHANA,ANCASH,HUARI,4,0.0,54,2.298661381730841,,,0.1,0.06,0.04
150724,SAN PEDRO DE CASTA,LIMA,HUAROCHIRI,1,0.0,14,1.8065178420342807,,,0.1,0.06,0.04
021507,LLAPO,ANCASH,PALLASCA,1,0.0,13,1.419093721822581,,,0.1,0.08,0.02
120419,MONOBAMBA,JUNIN,JAUJA,2,0.0,27,3.6101853796901544,,,0.1,0.04,0.06
022006,RANRAHIRCA,ANCASH,YUNGAY,2,0.0,28,1.3167758743098008,,,0.1,0.08,0.02
151007,CARANIA,LIMA,YAUYOS,2,0.0,28,3.859666128109961,1038.0,197.0,0.1,0.04,0.06
120417,MASMA CHICCHE,JUNIN,JAUJA,1,0.0,14,1.826559034407228,,,0.1,0.06,0.04
010501,LAMUD,AMAZONAS,LUYA,2,0.0,27,2.266709294234723,,,0.1,0.06,0.04
030503,COYLLURQUI,APURIMAC,COTABAMBAS,7,0.0,91,2.376785779327664,,,0.1,0.06,0.04
110505,PARACAS,ICA,PISCO,2,0.0,27,4.58809678748506,,,0.1,0.03,0.07
030107,PICHIRHUA,APURIMAC,ABANCAY,9,0.0,120,1.5741638671189973,,,0.1,0.07,0.03
030209,PACUCHA,APURIMAC,ANDAHUAYLAS,6,0.0,82,1.8040477822980487,24.0,18.0,0.1,0.06,0.04
120132,SAÑO,JUNIN,HUANCAYO,1,0.0,13,1.4883628414033507,,,0.1,0.08,0.02
150124,PUCUSANA,LIMA,LIMA,1,0.0,13,2.2663931454786694,95.0,92.0,0.1,0.06,0.04
150730,SANTIAGO DE TUNA,LIMA,HUAROCHIRI,1,0.0,13,1.5431448659241878,,,0.1,0.08,0.02
040310,JAQUI,AREQUIPA,CARAVELI,2,87.0,40,6.567211835149765,89.0,84.0,0.1,0.03,0.07
090508,SAN MIGUEL DE MAYOCC,HUANCAVELICA,CHURCAMPA,1,0.0,14,3.298156454249549,3440.0,826.0,0.1,0.04,0.06
030506,CHALLHUAHUACHO,APURIMAC,COTABAMBAS,9,0.0,126,2.532760229062801,,,0.1,0.05,0.05
150126,PUNTA HERMOSA,LIMA,LIMA,1,0.0,13,4.171272260487339,,,0.1,0.04,0.06
030606,ONGOY,APURIMAC,CHINCHEROS,3,0.0,40,1.7626737245042308,,,0.1,0.07,0.03
080901,SANTA ANA,CUSCO,LA CONVENCION,6,120.0,107,2.8854816615323773,351960.0,184948.0,0.1,0.04,0.06
081004,COLCHA,CUSCO,PARURO,2,0.0,26,3.9039073368495587,,,0.1,0.04,0.06
030203,CHIARA,APURIMAC,ANDAHUAYLAS,3,0.0,40,2.34227983841446,,,0.1,0.06,0.04
080207,SANGARARA,CUSCO,ACOMAYO,2,0.0,28,3.0418538845275314,,,0.1,0.04,0.06
211204,PATAMBUCO,PUNO,SANDIA,4,0.0,54,4.605226972768222,,,0.1,0.03,0.07
120305,SAN RAMON,JUNIN,CHANCHAMAYO,6,0.0,84,3.7023660055190946,57822.0,49267.0,0.1,0.04,0.06
110102,LA TINGUIÑA,ICA,ICA,3,0.0,42,1.148997134962183,17184.0,15989.0,0.1,0.08,0.02
080202,ACOPIA,CUSCO,ACOMAYO,1,0.0,14,2.2596593695050204,,,0.1,0.05,0.05
080506,PAMPAMARCA,CUSCO,CANAS,1,0.0,14,2.082536588870658,,,0.1,0.06,0.04
030501,TAMBOBAMBA,APURIMAC,COTABAMBAS,11,0.0,154,2.763204678002955,246548.0,47499.0,0.1,0.05,0.05
030212,SAN ANTONIO DE CACHI,APURIMAC,ANDAHUAYLAS,4,0.0,55,1.7551007130705596,,,0.1,0.07,0.03
110114,YAUCA DEL ROSARIO,ICA,ICA,4,0.0,57,5.6499493024794,,,0.1,0.03,0.07
100112,YACUS,HUANUCO,HUANUCO,3,0.0,41,2.0060917195159447,29.0,29.0,0.1,0.06,0.04
030413,SORAYA,APURIMAC,AYMARAES,2,0.0,28,1.108761605761678,13709.0,4850.0,0.1,0.08,0.02
211207,SAN JUAN DEL ORO,PUNO,SANDIA,3,0.0,41,2.5011684238047907,,,0.1,0.05,0.05
010117,QUINJALCA,AMAZONAS,CHACHAPOYAS,2,0.0,28,1.9317945052293697,,,0.1,0.06,0.04
131103,MARMOT,LA LIBERTAD,GRAN CHIMU,3,0.0,40,4.006333916119382,,,0.1,0.04,0.06
130201,ASCOPE,LA LIBERTAD,ASCOPE,2,9.0,29,2.026350793487674,17898.0,11648.0,0.1,0.06,0.04
230109,SAMA,TACNA,TACNA,3,0.0,41,5.989158305450635,13.0,13.0,0.1,0.03,0.07
130207,SANTIAGO DE CAO,LA LIBERTAD,ASCOPE,3,0.0,40,2.931711377448832,,,0.1,0.05,0.05
100510,SINGA,HUANUCO,HUAMALIES,4,0.0,59,1.8715639411287077,,,0.09,0.06,0.03
030220,JOSE MARIA ARGUEDAS,APURIMAC,ANDAHUAYLAS,2,0.0,29,4.541300032816855,7.0,7.0,0.09,0.03,0.06
